complaint_id,timestamp,ward_code,ward_name,issue_type,phone_number,latitude,longitude,status,is_duplicate,duplicate_parent_id,synthetic,seed,generator_version,generated_at
10148,2026-08-19T18:27:00Z,K/E,Andheri East / Marol,severe_dry_pipe,+91-9871509530,19.1099,72.8716,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10149,2026-08-19T07:25:00Z,F/N,Matunga / Sion / Wadala,pipeline_burst,+91-9858581269,19.0292,72.8596,resolved,true,,true,42,2.0.0,2026-09-18T12:00:00Z
10150,2026-08-19T15:03:00Z,L,Kurla / Asalpha / Sakinaka,low_pressure,+91-9813474147,19.0687,72.887,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10151,2026-08-19T12:16:00Z,K/W,Andheri West / Versova,contaminated_water,+91-9884430720,19.1301,72.8336,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10152,2026-08-19T11:00:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,low_pressure,+91-9837070137,19.0519,72.9163,resolved,true,10133,true,42,2.0.0,2026-09-18T12:00:00Z
10153,2026-08-19T11:51:00Z,K/W,Andheri West / Versova,pipeline_burst,+91-9815122188,19.1328,72.8346,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10154,2026-08-19T06:42:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9815828071,19.1249,72.8258,resolved,true,10139,true,42,2.0.0,2026-09-18T12:00:00Z
10155,2026-08-19T10:59:00Z,E,Byculla / Mazgaon / Nagpada,low_pressure,+91-9825655189,18.9738,72.8274,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10156,2026-08-19T17:21:00Z,F/S,Parel / Sewri / Lalbaug,severe_dry_pipe,+91-9813346335,18.9956,72.8439,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10157,2026-08-19T14:01:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9815192340,19.1316,72.8264,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10158,2026-08-19T09:36:00Z,S,Bhandup / Kanjurmarg / Powai,contaminated_water,+91-9812417019,19.1425,72.9269,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10159,2026-08-19T07:33:00Z,R/C,Borivali / Gorai,pipeline_burst,+91-9823887334,19.2332,72.8612,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10160,2026-08-19T20:50:00Z,T,Mulund / Nahur,severe_dry_pipe,+91-9847503368,19.1681,72.952,resolved,true,,true,42,2.0.0,2026-09-18T12:00:00Z
10161,2026-08-19T17:58:00Z,F/N,Matunga / Sion / Wadala,pipeline_burst,+91-9881158391,19.0295,72.8555,resolved,true,10149,true,42,2.0.0,2026-09-18T12:00:00Z
10162,2026-08-19T19:16:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9885219175,19.1306,72.832,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10163,2026-08-19T10:47:00Z,K/W,Andheri West / Versova,low_pressure,+91-9882705051,19.1295,72.8298,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10164,2026-08-19T07:07:00Z,H/E,Bandra East / Santacruz East,severe_dry_pipe,+91-9856647384,19.0583,72.8555,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10165,2026-08-19T11:43:00Z,H/E,Bandra East / Santacruz East,pipeline_burst,+91-9838987254,19.0662,72.849,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10166,2026-08-19T20:33:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9835351342,19.1277,72.8347,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10167,2026-08-19T12:16:00Z,B,Sandhurst Road / Dongri,contaminated_water,+91-9870729451,18.9475,72.8361,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10168,2026-08-19T09:02:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,low_pressure,+91-9872650471,19.0548,72.9164,resolved,true,10152,true,42,2.0.0,2026-09-18T12:00:00Z
10169,2026-08-19T13:11:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,low_pressure,+91-9841012117,19.0596,72.9189,resolved,true,10152,true,42,2.0.0,2026-09-18T12:00:00Z
10170,2026-08-19T17:42:00Z,A,Colaba / Fort / Nariman Point,low_pressure,+91-9859954410,18.9223,72.8322,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10171,2026-08-19T19:38:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9869817616,19.1239,72.8269,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10172,2026-08-19T16:08:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,severe_dry_pipe,+91-9847894941,19.0535,72.9202,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10173,2026-08-19T13:14:00Z,R/C,Borivali / Gorai,tanker_delay,+91-9853828386,19.229,72.8568,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10174,2026-08-19T08:56:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9850145487,19.1302,72.8255,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10175,2026-08-19T10:12:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9812295140,19.1323,72.8344,resolved,true,10157,true,42,2.0.0,2026-09-18T12:00:00Z
10176,2026-08-19T15:26:00Z,G/S,Worli / Lower Parel,severe_dry_pipe,+91-9836270495,19.002,72.8169,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10177,2026-08-19T06:58:00Z,K/E,Andheri East / Marol,low_pressure,+91-9849063204,19.1146,72.8732,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10178,2026-08-19T19:53:00Z,L,Kurla / Asalpha / Sakinaka,severe_dry_pipe,+91-9855582597,19.0697,72.8773,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10179,2026-08-19T13:22:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,severe_dry_pipe,+91-9840052035,19.0529,72.9182,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10180,2026-08-19T17:49:00Z,T,Mulund / Nahur,severe_dry_pipe,+91-9827269820,19.1737,72.959,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10181,2026-08-20T18:19:00Z,C,Marine Lines / Chandanwadi,severe_dry_pipe,+91-9845343904,18.9434,72.8233,resolved,true,,true,42,2.0.0,2026-09-18T12:00:00Z
10182,2026-08-20T11:33:00Z,K/E,Andheri East / Marol,contaminated_water,+91-9860453952,19.1153,72.8679,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10183,2026-08-20T15:51:00Z,S,Bhandup / Kanjurmarg / Powai,severe_dry_pipe,+91-9863678921,19.1429,72.9295,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10184,2026-08-20T11:26:00Z,K/W,Andheri West / Versova,pipeline_burst,+91-9857510095,19.1246,72.8301,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10185,2026-08-20T15:00:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,pipeline_burst,+91-9857358728,19.0529,72.9217,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10186,2026-08-20T16:33:00Z,M/W,Chembur West / Tilak Nagar,severe_dry_pipe,+91-9860584335,19.0654,72.8974,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10187,2026-08-20T16:52:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,low_pressure,+91-9822445829,19.0503,72.9204,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10188,2026-08-20T07:43:00Z,H/W,Bandra West / Khar,low_pressure,+91-9819915303,19.0537,72.8353,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10189,2026-08-20T20:02:00Z,R/S,Kandivali West & East,low_pressure,+91-9889019178,19.2035,72.8511,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10190,2026-08-20T18:39:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9858603632,19.126,72.8273,resolved,true,10171,true,42,2.0.0,2026-09-18T12:00:00Z
10191,2026-08-20T07:47:00Z,T,Mulund / Nahur,severe_dry_pipe,+91-9815826234,19.1704,72.9576,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10192,2026-08-20T11:09:00Z,H/W,Bandra West / Khar,contaminated_water,+91-9870980683,19.0622,72.8352,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10193,2026-08-20T08:33:00Z,L,Kurla / Asalpha / Sakinaka,severe_dry_pipe,+91-9850325998,19.0726,72.8803,resolved,true,10178,true,42,2.0.0,2026-09-18T12:00:00Z
10194,2026-08-20T13:00:00Z,H/E,Bandra East / Santacruz East,contaminated_water,+91-9838400702,19.0574,72.8496,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10195,2026-08-20T08:20:00Z,S,Bhandup / Kanjurmarg / Powai,low_pressure,+91-9872937083,19.1442,72.9299,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10196,2026-08-20T16:00:00Z,G/S,Worli / Lower Parel,severe_dry_pipe,+91-9824307900,19.0104,72.825,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10197,2026-08-20T21:04:00Z,K/W,Andheri West / Versova,contaminated_water,+91-9881266255,19.1231,72.8279,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10198,2026-08-20T18:04:00Z,L,Kurla / Asalpha / Sakinaka,severe_dry_pipe,+91-9865774313,19.0767,72.8814,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10199,2026-08-20T14:28:00Z,B,Sandhurst Road / Dongri,contaminated_water,+91-9846855209,18.9548,72.8421,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10200,2026-08-20T15:17:00Z,K/E,Andheri East / Marol,low_pressure,+91-9849793369,19.1142,72.8717,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10201,2026-08-20T16:18:00Z,H/E,Bandra East / Santacruz East,severe_dry_pipe,+91-9877152019,19.0629,72.846,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10202,2026-08-20T15:22:00Z,T,Mulund / Nahur,low_pressure,+91-9821622269,19.1746,72.9549,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10203,2026-08-20T12:58:00Z,C,Marine Lines / Chandanwadi,severe_dry_pipe,+91-9861345823,18.9502,72.8257,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10204,2026-08-20T18:36:00Z,M/W,Chembur West / Tilak Nagar,severe_dry_pipe,+91-9871323543,19.0631,72.9029,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10205,2026-08-20T20:53:00Z,M/W,Chembur West / Tilak Nagar,contaminated_water,+91-9877983437,19.0614,72.9007,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10206,2026-08-21T19:06:00Z,T,Mulund / Nahur,severe_dry_pipe,+91-9881947103,19.1681,72.9525,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10207,2026-08-21T21:29:00Z,T,Mulund / Nahur,severe_dry_pipe,+91-9898098586,19.1686,72.9581,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10208,2026-08-21T15:13:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,contaminated_water,+91-9883090131,19.0589,72.9184,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10209,2026-08-21T13:13:00Z,P/N,Malad / Marve / Malvani,severe_dry_pipe,+91-9868796400,19.191,72.8441,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10210,2026-08-21T13:51:00Z,R/S,Kandivali West & East,contaminated_water,+91-9835336337,19.2039,72.854,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10211,2026-08-21T14:55:00Z,N,Ghatkopar / Pant Nagar,contaminated_water,+91-9848528578,19.083,72.912,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10212,2026-08-21T14:17:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,low_pressure,+91-9897601380,19.0548,72.9214,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10213,2026-08-21T18:59:00Z,F/N,Matunga / Sion / Wadala,severe_dry_pipe,+91-9822640514,19.0252,72.8559,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10214,2026-08-21T10:43:00Z,M/W,Chembur West / Tilak Nagar,severe_dry_pipe,+91-9877075304,19.0639,72.897,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10215,2026-08-21T20:53:00Z,P/S,Goregaon West & East,severe_dry_pipe,+91-9882064166,19.1648,72.8419,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10216,2026-08-21T11:13:00Z,G/N,Dharavi / Mahim / Dadar West,severe_dry_pipe,+91-9882539151,19.048,72.8497,resolved,true,,true,42,2.0.0,2026-09-18T12:00:00Z
10217,2026-08-21T21:14:00Z,K/E,Andheri East / Marol,low_pressure,+91-9849448467,19.1136,72.8669,resolved,true,10200,true,42,2.0.0,2026-09-18T12:00:00Z
10218,2026-08-21T06:30:00Z,G/S,Worli / Lower Parel,severe_dry_pipe,+91-9822887706,19.0033,72.8226,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10219,2026-08-21T15:00:00Z,T,Mulund / Nahur,contaminated_water,+91-9890123213,19.1707,72.9526,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10220,2026-08-21T21:30:00Z,S,Bhandup / Kanjurmarg / Powai,severe_dry_pipe,+91-9865963023,19.1444,72.9297,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10221,2026-08-21T20:12:00Z,G/S,Worli / Lower Parel,contaminated_water,+91-9870519560,19.0021,72.8257,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10222,2026-08-21T12:28:00Z,G/S,Worli / Lower Parel,severe_dry_pipe,+91-9863011873,19.0032,72.824,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10223,2026-08-21T10:42:00Z,R/N,Dahisar / Mandapeshwar,low_pressure,+91-9812718895,19.2495,72.8616,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10224,2026-08-21T12:16:00Z,H/E,Bandra East / Santacruz East,pipeline_burst,+91-9832236082,19.0591,72.8491,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10225,2026-08-21T18:19:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,severe_dry_pipe,+91-9855180149,19.0588,72.9136,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10226,2026-08-21T08:54:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,pipeline_burst,+91-9891751109,19.0524,72.9172,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10227,2026-08-21T11:07:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,severe_dry_pipe,+91-9819664396,19.0561,72.916,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10228,2026-08-21T20:47:00Z,R/C,Borivali / Gorai,pipeline_burst,+91-9843593964,19.2268,72.8525,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10229,2026-08-21T06:10:00Z,K/E,Andheri East / Marol,contaminated_water,+91-9875489692,19.1095,72.8682,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10230,2026-08-21T15:36:00Z,R/S,Kandivali West & East,severe_dry_pipe,+91-9871719371,19.2019,72.8514,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10231,2026-08-21T21:25:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,low_pressure,+91-9863334317,19.0543,72.9218,resolved,true,10212,true,42,2.0.0,2026-09-18T12:00:00Z
10232,2026-08-21T06:25:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,low_pressure,+91-9861664994,19.0515,72.9163,resolved,true,10212,true,42,2.0.0,2026-09-18T12:00:00Z
10233,2026-08-21T13:52:00Z,B,Sandhurst Road / Dongri,pipeline_burst,+91-9876077555,18.9564,72.8405,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10234,2026-08-21T19:22:00Z,C,Marine Lines / Chandanwadi,low_pressure,+91-9875723917,18.9478,72.8264,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10235,2026-08-22T08:25:00Z,T,Mulund / Nahur,low_pressure,+91-9880054985,19.1695,72.9581,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10236,2026-08-22T14:56:00Z,B,Sandhurst Road / Dongri,pipeline_burst,+91-9850320413,18.9482,72.8427,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10237,2026-08-22T15:28:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,low_pressure,+91-9875226258,19.0521,72.9149,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10238,2026-08-22T14:00:00Z,B,Sandhurst Road / Dongri,low_pressure,+91-9818112328,18.9553,72.8361,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10239,2026-08-22T19:05:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,contaminated_water,+91-9878172503,19.0546,72.9164,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10240,2026-08-22T13:16:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,pipeline_burst,+91-9835033206,19.0599,72.9163,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10241,2026-08-22T11:14:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9848290323,19.1264,72.8316,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10242,2026-08-22T16:56:00Z,G/S,Worli / Lower Parel,tanker_delay,+91-9846064488,19.0089,72.8209,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10243,2026-08-22T15:04:00Z,E,Byculla / Mazgaon / Nagpada,low_pressure,+91-9819409693,18.9754,72.8363,resolved,true,,true,42,2.0.0,2026-09-18T12:00:00Z
10244,2026-08-22T21:21:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,pipeline_burst,+91-9857233006,19.0513,72.9165,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10245,2026-08-22T09:41:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,severe_dry_pipe,+91-9839229356,19.0556,72.9195,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10246,2026-08-22T18:38:00Z,R/S,Kandivali West & East,severe_dry_pipe,+91-9847375326,19.2031,72.8491,resolved,true,10230,true,42,2.0.0,2026-09-18T12:00:00Z
10247,2026-08-22T10:01:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9850763129,19.1324,72.833,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10248,2026-08-22T19:08:00Z,R/N,Dahisar / Mandapeshwar,contaminated_water,+91-9829938082,19.2529,72.8583,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10249,2026-08-22T06:08:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,low_pressure,+91-9871724739,19.0563,72.9184,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10250,2026-08-22T14:43:00Z,K/W,Andheri West / Versova,contaminated_water,+91-9835746620,19.1324,72.8312,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10251,2026-08-22T12:37:00Z,S,Bhandup / Kanjurmarg / Powai,contaminated_water,+91-9860930276,19.1404,72.9299,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10252,2026-08-22T13:45:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9881552465,19.1294,72.8315,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10253,2026-08-22T21:53:00Z,G/N,Dharavi / Mahim / Dadar West,low_pressure,+91-9855750974,19.0404,72.8438,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10254,2026-08-22T10:56:00Z,T,Mulund / Nahur,severe_dry_pipe,+91-9843006878,19.1692,72.959,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10255,2026-08-22T17:26:00Z,E,Byculla / Mazgaon / Nagpada,low_pressure,+91-9817329823,18.9738,72.8304,resolved,true,10243,true,42,2.0.0,2026-09-18T12:00:00Z
10256,2026-08-22T11:16:00Z,R/C,Borivali / Gorai,severe_dry_pipe,+91-9860742530,19.2287,72.8557,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10257,2026-08-22T08:06:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,severe_dry_pipe,+91-9862345686,19.05,72.9225,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10258,2026-08-22T21:48:00Z,K/W,Andheri West / Versova,low_pressure,+91-9847672750,19.1301,72.8296,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10259,2026-08-22T06:34:00Z,H/E,Bandra East / Santacruz East,low_pressure,+91-9898820297,19.0595,72.8474,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10260,2026-08-22T14:42:00Z,R/S,Kandivali West & East,pipeline_burst,+91-9857085115,19.2041,72.85,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10261,2026-08-22T14:11:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9876127025,19.1283,72.8287,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10262,2026-08-22T07:48:00Z,B,Sandhurst Road / Dongri,pipeline_burst,+91-9857472792,18.9516,72.8377,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10263,2026-08-22T10:23:00Z,R/C,Borivali / Gorai,severe_dry_pipe,+91-9826027116,19.2294,72.8586,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10264,2026-08-23T09:51:00Z,R/S,Kandivali West & East,severe_dry_pipe,+91-9888015784,19.2031,72.8516,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10265,2026-08-23T19:05:00Z,F/S,Parel / Sewri / Lalbaug,pipeline_burst,+91-9822496624,18.9989,72.8441,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10266,2026-08-23T15:29:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9850368157,19.128,72.8259,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10267,2026-08-23T11:55:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9826709192,19.1248,72.8338,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10268,2026-08-23T17:05:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,pipeline_burst,+91-9887086853,19.0596,72.9224,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10269,2026-08-23T07:04:00Z,K/E,Andheri East / Marol,contaminated_water,+91-9828153894,19.1097,72.8687,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10270,2026-08-23T14:07:00Z,D,Malabar Hill / Walkeshwar,low_pressure,+91-9899127808,18.9569,72.812,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10271,2026-08-23T10:11:00Z,K/W,Andheri West / Versova,severe_dry_pipe,+91-9848888137,19.1244,72.8302,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10272,2026-08-23T15:04:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,severe_dry_pipe,+91-9891856359,19.0549,72.9195,resolved,true,10257,true,42,2.0.0,2026-09-18T12:00:00Z
10273,2026-08-23T06:35:00Z,K/W,Andheri West / Versova,contaminated_water,+91-9849691675,19.1267,72.8257,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10274,2026-08-23T08:28:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,tanker_delay,+91-9852386372,19.0542,72.9138,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10275,2026-08-23T06:14:00Z,D,Malabar Hill / Walkeshwar,severe_dry_pipe,+91-9870172353,18.9594,72.8088,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10276,2026-08-23T10:21:00Z,L,Kurla / Asalpha / Sakinaka,pipeline_burst,+91-9847173576,19.0688,72.882,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10277,2026-08-23T09:24:00Z,K/W,Andheri West / Versova,contaminated_water,+91-9824542076,19.1247,72.8343,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10278,2026-08-23T12:33:00Z,K/W,Andheri West / Versova,contaminated_water,+91-9868366234,19.1239,72.8322,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10279,2026-08-23T10:58:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,severe_dry_pipe,+91-9827404682,19.058,72.9225,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10280,2026-08-23T16:36:00Z,E,Byculla / Mazgaon / Nagpada,pipeline_burst,+91-9853202789,18.9706,72.8334,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10281,2026-08-23T07:03:00Z,B,Sandhurst Road / Dongri,severe_dry_pipe,+91-9845345286,18.9503,72.8412,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10282,2026-08-23T18:41:00Z,T,Mulund / Nahur,pipeline_burst,+91-9822175373,19.1696,72.9534,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10283,2026-08-23T11:22:00Z,M/E,Govandi / Mankhurd / Shivaji Nagar,low_pressure,+91-9849689426,19.0555,72.9175,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10284,2026-08-23T11:50:00Z,A,Colaba / Fort / Nariman Point,severe_dry_pipe,+91-9837960339,18.925,72.8387,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10285,2026-08-23T18:09:00Z,A,Colaba / Fort / Nariman Point,contaminated_water,+91-9828762811,18.9198,72.836,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10286,2026-08-23T20:10:00Z,L,Kurla / Asalpha / Sakinaka,severe_dry_pipe,+91-9846280993,19.0687,72.8773,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10287,2026-08-23T12:38:00Z,R/N,Dahisar / Mandapeshwar,contaminated_water,+91-9815260884,19.2527,72.8567,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10288,2026-08-23T07:18:00Z,P/N,Malad / Marve / Malvani,contaminated_water,+91-9889245520,19.1872,72.8437,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10289,2026-08-23T20:28:00Z,K/W,Andheri West / Versova,low_pressure,+91-9819085607,19.1249,72.8272,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10290,2026-08-23T15:08:00Z,H/E,Bandra East / Santacruz East,low_pressure,+91-9865961656,19.06,72.8526,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10291,2026-08-24T11:54:00Z,R/C,Borivali / Gorai,severe_dry_pipe,+91-9896587168,19.2332,72.8572,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10292,2026-08-24T15:49:00Z,F/S,Parel / Sewri / Lalbaug,low_pressure,+91-9864879437,18.9957,72.8449,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10293,2026-08-24T21:19:00Z,T,Mulund / Nahur,contaminated_water,+91-9873148432,19.1759,72.9549,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10294,2026-08-24T15:09:00Z,A,Colaba / Fort / Nariman Point,contaminated_water,+91-9882512694,18.9261,72.8363,resolved,false,,true,42,2.0.0,2026-09-18T12:00:00Z
10295,2026-08-24T06:25:00Z,R/S,Kandivali West & East,contaminated_water,+91-9822884958,19.206,72.8546,resolved,true,,true,42,2.0.0,2026-09-18T12:00:00Z
